timestamp,open,high,low,close,volume
2021-05-01 20:30:00,57817.5,57910.5,57815.0,57859.0,28.251
2021-05-01 20:45:00,57859.0,57859.0,57711.0,57711.5,46.303
2021-05-01 21:00:00,57711.5,57731.0,57611.0,57731.0,64.547
2021-05-01 21:15:00,57731.0,57731.0,57586.0,57630.0,73.243
2021-05-01 21:30:00,57630.0,57699.0,57550.0,57550.0,77.311
2021-05-01 21:45:00,57550.0,57550.5,57430.0,57480.5,181.702
2021-05-01 22:00:00,57480.5,57542.5,57352.0,57504.0,107.178
2021-05-01 22:15:00,57504.0,57634.0,57504.0,57601.5,74.588
2021-05-01 22:30:00,57601.5,57723.0,57571.0,57664.0,39.295
2021-05-01 22:45:00,57664.0,57730.0,57664.0,57707.5,31.265
2021-05-01 23:00:00,57707.5,57708.0,57648.5,57697.0,36.501
2021-05-01 23:15:00,57697.0,57878.5,57696.5,57878.5,45.874
2021-05-01 23:30:00,57878.5,57968.0,57803.0,57905.0,64.148
2021-05-01 23:45:00,57905.0,57905.0,57829.0,57829.5,33.115
2021-05-02 00:00:00,57829.5,57933.5,57564.5,57686.5,154.29
2021-05-02 00:15:00,57686.5,57687.0,57627.0,57640.0,46.652
2021-05-02 00:30:00,57640.0,57640.5,57460.5,57465.0,85.259
2021-05-02 00:45:00,57465.0,57549.5,57464.5,57500.5,50.994
2021-05-02 01:00:00,57500.5,57500.5,57375.0,57425.5,136.048
2021-05-02 01:15:00,57425.5,57530.0,57425.5,57457.0,95.891
2021-05-02 01:30:00,57457.0,57476.0,57350.5,57475.5,110.273
2021-05-02 01:45:00,57475.5,57512.5,57466.5,57498.5,24.459
2021-05-02 02:00:00,57498.5,57620.0,57498.5,57620.0,37.75
2021-05-02 02:15:00,57620.0,57712.0,57619.5,57709.5,36.653
2021-05-02 02:30:00,57709.5,57710.0,57615.0,57710.0,64.127
2021-05-02 02:45:00,57710.0,57733.0,57683.0,57713.0,40.196
2021-05-02 03:00:00,57713.0,57720.0,57630.0,57668.5,26.825
2021-05-02 03:15:00,57668.5,57668.5,57380.0,57387.5,288.328
2021-05-02 03:30:00,57387.5,57387.5,56568.5,56930.0,882.658
2021-05-02 03:45:00,56930.0,56930.5,56421.0,56560.0,552.066
2021-05-02 04:00:00,56560.0,56753.5,56281.0,56698.0,444.653
2021-05-02 04:15:00,56698.0,56945.0,56669.5,56725.0,261.979
2021-05-02 04:30:00,56725.0,56873.5,56700.0,56800.0,82.535
2021-05-02 04:45:00,56800.0,56979.0,56743.0,56970.0,120.13
2021-05-02 05:00:00,56970.0,56971.0,56846.5,56859.5,85.593
2021-05-02 05:15:00,56859.5,57157.0,56694.5,57037.5,273.146
2021-05-02 05:30:00,57037.5,57037.5,56925.5,57001.0,141.925
2021-05-02 05:45:00,57001.0,57116.5,56956.0,56956.5,72.759
2021-05-02 06:00:00,56956.5,57067.0,56955.0,56966.5,32.847
2021-05-02 06:15:00,56966.5,57018.0,56884.5,56898.0,68.9
2021-05-02 06:30:00,56898.0,56952.5,56742.5,56743.0,106.41
2021-05-02 06:45:00,56743.0,56930.0,56735.5,56927.0,124.297
2021-05-02 07:00:00,56927.0,57001.0,56842.5,56876.5,57.97
2021-05-02 07:15:00,56876.5,56876.5,56537.0,56579.0,209.014
2021-05-02 07:30:00,56579.0,56685.0,56477.0,56578.5,127.99
2021-05-02 07:45:00,56578.5,56733.0,56554.0,56663.0,153.352
2021-05-02 08:00:00,56663.0,56780.0,56384.0,56459.5,193.63
2021-05-02 08:15:00,56459.5,56550.0,56300.0,56360.5,398.013
2021-05-02 08:30:00,56360.5,56531.0,56225.5,56398.0,247.417
2021-05-02 08:45:00,56398.0,56619.0,56390.0,56565.5,95.696
2021-05-02 09:00:00,56565.5,56668.0,56480.0,56566.0,165.453
2021-05-02 09:15:00,56566.0,56600.0,56110.0,56288.0,328.691
2021-05-02 09:30:00,56288.0,56379.5,56183.0,56350.0,97.908
2021-05-02 09:45:00,56350.0,56525.0,56200.0,56509.0,247.846
2021-05-02 10:00:00,56509.0,56775.0,56464.0,56767.0,214.74
2021-05-02 10:15:00,56767.0,56895.0,56720.5,56743.5,181.828
2021-05-02 10:30:00,56743.5,56844.0,56682.0,56823.5,115.224
2021-05-02 10:45:00,56823.5,56907.5,56739.0,56847.0,148.703
2021-05-02 11:00:00,56847.0,56847.0,56760.5,56760.5,78.143
2021-05-02 11:15:00,56760.5,56803.5,56725.0,56754.0,50.149
2021-05-02 11:30:00,56754.0,56800.0,56625.5,56705.5,97.288
2021-05-02 11:45:00,56705.5,57119.5,56704.0,57119.0,171.657
2021-05-02 12:00:00,57119.0,57300.0,56848.0,56870.0,366.48
